nitrogen,phosphorus,potassium,temperature,ph,rainfall,crop,data_source
9,8,15,14.34320488,7.994465371,110.22231229999998,orange,kaggle_crop
44,76,22,27.26458947,7.775306272000001,68.91754359,blackgram,kaggle_crop
119,5,55,29.68846716,6.168757984,26.83924845,muskmelon,kaggle_crop
81,53,42,23.67575393,5.17782304,233.7034975,rice,kaggle_crop
84,39,35,23.17714381,6.959404135,117.3113562,coffee,kaggle_crop
76,44,45,25.4879684,6.740947635,168.7848886,jute,kaggle_crop
22,37,20,27.62749466,6.605733067999999,39.26137642,mungbean,kaggle_crop
104,18,30,23.60301571,6.779832611000002,140.9370415,coffee,kaggle_crop
16,10,41,24.77464458,6.738993954,105.7595811,pomegranate,kaggle_crop
34,60,23,20.12574053,5.659254981,100.0497183,kidneybeans,kaggle_crop
34,60,22,17.66148158,5.635231778,100.6711761,kidneybeans,kaggle_crop
18,58,16,21.47607807,4.962661422,180.382234,pigeonpeas,kaggle_crop
0,5,36,24.35193812,6.152906502,105.529185,pomegranate,kaggle_crop
133,47,24,24.40228894,7.231324765,90.8022356,cotton,kaggle_crop
59,62,52,43.67549305,6.608667683999999,103.8235658,papaya,kaggle_crop
5,65,16,21.32776028,5.866744372,109.1013261,kidneybeans,kaggle_crop
112,25,51,25.04746944,6.932537231,56.72496677,watermelon,kaggle_crop
94,50,19,23.30355338,5.873242491,97.59081274,maize,kaggle_crop
6,63,23,26.01630259,5.906596905,160.33374469999995,pigeonpeas,kaggle_crop
5,59,15,18.87492997,5.97229163,134.1811718,kidneybeans,kaggle_crop
31,6,26,29.12859129,5.741367375,157.2388553,coconut,kaggle_crop
105,77,52,29.16226551,5.816622478999999,100.0075679,banana,kaggle_crop
18,125,203,22.44307715,6.160267496,102.5565807,apple,kaggle_crop
37,36,26,32.89300162,4.650536197,94.49161372,mango,kaggle_crop
37,73,21,29.50304807,5.560224582999999,189.5208915,pigeonpeas,kaggle_crop
35,66,47,31.7018373,6.953439161,48.83810592,papaya,kaggle_crop
120,16,51,27.99901833,6.547041902999999,23.28618248,muskmelon,kaggle_crop
20,60,78,18.17234999,6.358740355,90.7760707,chickpea,kaggle_crop
36,56,83,18.89780215,7.4526709,69.09512477,chickpea,kaggle_crop
12,19,31,27.25373364,5.566704378,91.87312479,mango,kaggle_crop
11,71,17,19.9191786,5.74644777,82.68554379,kidneybeans,kaggle_crop
120,8,46,29.55657523,6.732834334,28.36535596,muskmelon,kaggle_crop
113,38,25,22.00085141,7.388265887999999,90.42224164,cotton,kaggle_crop
8,136,201,41.65602996,5.6092559920000005,74.19664838,grapes,kaggle_crop
113,85,45,27.94972463,6.037430836,109.0921631,banana,kaggle_crop
31,55,22,22.91350245,5.873171894,109.225556,kidneybeans,kaggle_crop
14,57,15,29.8757015,6.623438282,40.12044158,mungbean,kaggle_crop
35,55,22,30.88883074,8.634929739,55.51932414,mothbeans,kaggle_crop
1,30,29,28.33333307,6.4341977560000005,91.67241761,mango,kaggle_crop
15,133,199,23.99686172,5.8247786360000005,117.6102915,apple,kaggle_crop
96,54,22,25.70196694,6.960358276,83.20711308,maize,kaggle_crop
3,72,24,36.51268371,6.03160778,122.6539694,pigeonpeas,kaggle_crop
32,57,22,28.6899851,6.769415887999999,44.56598352,mungbean,kaggle_crop
99,55,35,21.7238313,6.501697816,277.9626192,rice,kaggle_crop
67,45,38,22.72791041,7.300410836,260.8875056,rice,kaggle_crop
63,42,21,23.26237612,5.798423907999999,67.10225139,maize,kaggle_crop
106,40,30,23.42611644,6.779984384,122.6847408,coffee,kaggle_crop
84,27,29,23.32293161,7.167092586,168.26442869999997,coffee,kaggle_crop
87,60,23,20.27317074,6.439071996,62.50351892,maize,kaggle_crop
29,144,204,22.43324518,5.800448951,119.1025189,apple,kaggle_crop
11,44,17,26.34043268,8.016210782,35.1051197,mothbeans,kaggle_crop
21,63,17,15.77370214,5.979973965,108.3441414,kidneybeans,kaggle_crop
86,55,21,21.54156232,6.803931519,109.7515385,maize,kaggle_crop
22,43,24,25.42517036,4.52363558,46.19374559,mothbeans,kaggle_crop
91,12,46,24.64458469,6.343942518,48.31219031,watermelon,kaggle_crop
16,18,26,28.43647052,5.568365926,145.54144130000003,coconut,kaggle_crop
83,41,43,21.0525355,6.254028451,233.1075816,rice,kaggle_crop
44,59,78,20.67526473,7.599033472,84.78344008,chickpea,kaggle_crop
35,64,15,28.47442276,6.500144962,69.5274407,blackgram,kaggle_crop
35,18,26,31.99490489,5.279388967,97.38741498,mango,kaggle_crop
35,142,203,21.17089176,5.895319002000001,123.6495149,apple,kaggle_crop
6,68,18,24.388717,6.711341147000001,47.26052494,lentil,kaggle_crop
54,66,52,36.56769731,6.867554147000001,104.4218596,papaya,kaggle_crop
28,6,40,22.10621387,6.769855664,106.8704803,pomegranate,kaggle_crop
55,67,16,34.37329112,6.596719015,70.27184748,blackgram,kaggle_crop
37,52,47,43.08022702,6.54277684,211.8529059,papaya,kaggle_crop
82,20,54,29.34033587,6.541150335,21.44532907,muskmelon,kaggle_crop
13,8,12,25.16296632,7.105904818,114.3117197,orange,kaggle_crop
28,37,28,32.13409675,6.097869767000001,98.63333684,mango,kaggle_crop
24,30,11,32.39523995,6.601395755,113.25373,orange,kaggle_crop
52,68,78,17.48504075,6.89655198,86.05078037,chickpea,kaggle_crop
10,59,15,29.83040388,6.32400451,58.86687093,mungbean,kaggle_crop
29,16,36,19.81069447,5.7403380020000006,102.860084,pomegranate,kaggle_crop
34,71,79,17.927806,7.728998197,74.63872762,chickpea,kaggle_crop
109,79,45,27.66752761,6.490074429,108.66464,banana,kaggle_crop
40,126,201,11.36300891,6.116982944,71.18289431,grapes,kaggle_crop
83,7,45,29.08417927,6.704104127000001,25.33014238,muskmelon,kaggle_crop
88,46,42,22.68319059,6.604993475,194.2651719,rice,kaggle_crop
95,55,42,26.79533926,5.950660556,193.3473987,rice,kaggle_crop
27,80,15,19.07096165,5.7883869510000014,86.21917578,kidneybeans,kaggle_crop
108,35,25,23.98143338,6.971963169,161.5279095,coffee,kaggle_crop
2,47,15,29.86860065,6.401455706,58.41394143,mungbean,kaggle_crop
57,58,77,18.72649425,7.978996755,81.20176515,chickpea,kaggle_crop
84,40,42,26.2830571,6.704273839,186.6898282,jute,kaggle_crop
3,49,18,27.91095209,3.692863601,32.67891866,mothbeans,kaggle_crop
9,51,19,27.04453473,5.49091063,48.25207759,mothbeans,kaggle_crop
39,25,36,18.90223032,5.567805185,107.6103211,pomegranate,kaggle_crop
38,15,30,28.91862016,5.075504537,97.01331604,mango,kaggle_crop
100,35,36,25.31042337,6.346715209,190.5577618,jute,kaggle_crop
37,55,82,19.45591848,8.423873703,78.44910564,chickpea,kaggle_crop
54,67,52,35.67667332,6.586107335,141.3381168,papaya,kaggle_crop
21,63,22,25.09737391,6.859409487000001,74.61649888,blackgram,kaggle_crop
26,35,31,33.44619894,5.339556562,98.05089394,mango,kaggle_crop
28,136,200,23.06204373,6.245858905,114.7399101,apple,kaggle_crop
100,41,22,22.4204752,7.318802162000001,93.46595573,cotton,kaggle_crop
110,15,48,28.57819995,6.2125672110000005,27.598717800000006,muskmelon,kaggle_crop
60,55,40,24.9949957,7.02777956,151.4935635,jute,kaggle_crop
11,36,33,35.99009679,5.978634285,95.3713484,mango,kaggle_crop
131,35,18,24.49112609,7.0576933660000005,64.02949379,cotton,kaggle_crop
66,54,21,25.19008683,5.919045532,72.12375573,maize,kaggle_crop
42,79,85,17.22385224,6.129533877,76.57580954,chickpea,kaggle_crop
17,64,18,36.75087487,6.07938452,124.6028153,pigeonpeas,kaggle_crop
40,120,197,23.80593812,5.889480679,119.6335548,apple,kaggle_crop
130,59,19,25.07278712,6.520403794,93.51042684,cotton,kaggle_crop
36,55,20,27.01470397,6.635968697999999,55.296354,mungbean,kaggle_crop
60,46,53,24.48620746,6.761953186,183.49095,papaya,kaggle_crop
4,20,25,28.93270187,5.664587011,99.9834242,mango,kaggle_crop
68,40,19,26.14384005,6.655426355,107.2361366,maize,kaggle_crop
107,31,31,23.17124551,6.766184468,153.12016440000005,coffee,kaggle_crop
24,55,78,17.30287885,6.64919573,75.57790384,chickpea,kaggle_crop
27,57,24,27.33534897,6.09186275,142.33036769999995,pigeonpeas,kaggle_crop
4,80,16,29.19585548,7.441976825,44.93261911,lentil,kaggle_crop
131,49,22,25.49848236,7.306918817000001,67.05961949,cotton,kaggle_crop
26,67,16,29.10713092,7.17620823,67.83345933,blackgram,kaggle_crop
16,15,42,19.67832052,6.890784045,108.5468633,pomegranate,kaggle_crop
84,51,35,22.30157427,6.043304899,197.9791215,rice,kaggle_crop
12,58,23,21.74600081,6.765091462000001,50.43306085,lentil,kaggle_crop
8,139,199,29.36947679,6.3364266670000005,66.13442813,grapes,kaggle_crop
106,21,52,28.89578588,6.286515359,23.0362503,muskmelon,kaggle_crop
68,62,50,33.20258348,6.977700268,197.5282582,papaya,kaggle_crop
15,123,204,22.52709326,6.365972687999999,115.3830068,apple,kaggle_crop
29,132,204,23.08950736,6.0967531,108.2166601,apple,kaggle_crop
120,20,45,25.66576039,6.114128685,54.22722466,watermelon,kaggle_crop
18,27,41,22.36509395,7.175344328,104.8216333,pomegranate,kaggle_crop
39,64,52,28.91842453,6.678695788,63.68794608,papaya,kaggle_crop
29,44,20,30.04132304,8.620107545,31.83192392,mothbeans,kaggle_crop
78,50,43,25.12417673,6.348441469,159.5718087,jute,kaggle_crop
34,10,14,34.05296914,6.725600855,116.8020848,orange,kaggle_crop
38,15,27,33.7462686,6.777788126,92.26439205,mango,kaggle_crop
13,144,204,30.7280404,6.092241627000001,68.38135469,grapes,kaggle_crop
40,11,44,24.45840036,6.322396027000001,111.3779693,pomegranate,kaggle_crop
79,42,37,24.87300744,6.587918707999999,295.6094492000001,rice,kaggle_crop
36,43,24,27.09400578,3.510404312,41.53749535,mothbeans,kaggle_crop
28,76,82,20.56601874,6.654425315,83.75937135,chickpea,kaggle_crop
21,21,38,22.5526059,6.327673765,104.8955643,pomegranate,kaggle_crop
8,26,26,25.54759871,5.702484758,212.867626,coconut,kaggle_crop
27,30,5,32.71748548,7.656978112000001,113.328978,orange,kaggle_crop
50,74,17,27.10053268,6.5408208,73.84949872,blackgram,kaggle_crop
5,126,197,12.80000387,6.417500829,67.10439401,grapes,kaggle_crop
17,16,14,16.39624284,6.625538653,102.944161,orange,kaggle_crop
26,24,34,31.27180992,6.811291098,89.74409017,mango,kaggle_crop
29,22,43,19.66329768,5.561851831,106.0380805,pomegranate,kaggle_crop
89,40,43,26.24532085,7.124050134,189.9711184,jute,kaggle_crop
35,57,83,19.48316794,7.476800943,80.4986291,chickpea,kaggle_crop
34,56,17,33.4126864,4.548202098,139.6702541,pigeonpeas,kaggle_crop
37,62,17,25.68576704,7.121254928,74.62068748,blackgram,kaggle_crop
25,48,21,28.438097,6.267684328,52.55469976,mungbean,kaggle_crop
34,15,34,27.05826457,5.677282677999999,224.70069530000004,coconut,kaggle_crop
102,53,21,23.03814028,6.913678684,91.49697481,cotton,kaggle_crop
33,57,17,27.89636126,6.78415271,57.79863368,mungbean,kaggle_crop
50,46,52,31.18298415,6.734005647999999,54.01872359,papaya,kaggle_crop
102,11,45,29.03167341,6.35544263,24.15591199,muskmelon,kaggle_crop
37,24,13,19.14381903,7.8546243,108.0230792,orange,kaggle_crop
15,27,28,33.80398664,4.507523551,90.82549241,mango,kaggle_crop
38,62,25,32.7477393,7.453975408,63.37784443,blackgram,kaggle_crop
86,59,35,25.78720567,6.946636369,243.5120414,rice,kaggle_crop
86,76,54,29.3159075,5.926824754,90.10978128,banana,kaggle_crop
40,140,195,14.97846952,6.2943956760000015,71.63437433,grapes,kaggle_crop
11,45,19,28.70012137,3.828031463,44.11622138,mothbeans,kaggle_crop
77,52,41,23.89069041,6.097294061,167.72306319999996,jute,kaggle_crop
131,56,20,22.00817088,7.762647875,92.23645249,cotton,kaggle_crop
0,17,30,35.47478322,6.279133738,97.79072474,mango,kaggle_crop
0,27,38,22.44581266,6.7380162210000005,109.3905998,pomegranate,kaggle_crop
3,27,44,24.56811204,6.591302797000001,110.9633894,pomegranate,kaggle_crop
103,72,51,26.12643374,6.099478745,104.4812858,banana,kaggle_crop
33,121,203,22.45696744,5.6059340870000005,114.8407725,apple,kaggle_crop
21,135,198,23.86087054,5.7650151260000015,105.0241329,apple,kaggle_crop
38,68,54,29.33710543,6.739170045,202.0572747,papaya,kaggle_crop
24,42,23,28.22471276,6.428054409,44.01206619,mungbean,kaggle_crop
37,18,39,24.1469628,6.424670614,110.2316633,pomegranate,kaggle_crop
32,41,16,28.63618921,7.702287236,68.54877876,mothbeans,kaggle_crop
32,11,31,29.51611558,6.461225827000001,131.2116167,coconut,kaggle_crop
114,8,50,24.74631269,6.581587932000001,57.95826144,watermelon,kaggle_crop
22,79,17,21.42451099,5.912289889,116.5206923,kidneybeans,kaggle_crop
120,7,47,24.24782473,6.653867608,54.76576239999999,watermelon,kaggle_crop
67,51,24,23.50297882,5.584171461,64.77791424,maize,kaggle_crop
50,55,16,28.81460716,7.581442888,62.26242533,blackgram,kaggle_crop
14,58,17,30.53684308,4.605700542,33.48919022,mothbeans,kaggle_crop
14,139,197,21.72484506,6.056529526,121.6961761,apple,kaggle_crop
37,23,12,31.52675982,6.395258356,113.1169398,orange,kaggle_crop
40,58,15,29.46416042,6.978400282000001,43.15411472,mungbean,kaggle_crop
40,49,17,31.02215872,6.68727523,53.56783314,mothbeans,kaggle_crop
50,60,47,32.57720726,6.92791761,93.7942847,papaya,kaggle_crop
18,30,29,26.762749300000007,6.4200187170000005,224.5903664,coconut,kaggle_crop
119,90,48,28.66725136,5.986442306,118.2583441,banana,kaggle_crop
29,36,25,28.28511547,7.130278657000001,48.56690235,mungbean,kaggle_crop
35,41,18,28.70562673,6.705008503999999,59.87065439,mungbean,kaggle_crop
39,127,202,15.3246651,6.477768039,71.60102999,grapes,kaggle_crop
26,52,23,29.98835437,4.931890506,52.92929636,mothbeans,kaggle_crop
87,23,28,26.22367404,6.979590627,193.7461968,coffee,kaggle_crop
118,88,51,25.44926208,6.201911642000001,100.6619171,banana,kaggle_crop
38,77,22,28.234829,6.313284267999999,35.36831423,lentil,kaggle_crop
37,135,205,11.82768186,5.510924848999999,74.10225057,grapes,kaggle_crop
108,92,53,27.40053601,6.276800323,104.9378,banana,kaggle_crop
23,6,33,29.18032562,6.025789594,204.9603677,coconut,kaggle_crop
13,16,8,34.74004942,6.949838549,100.1967854,orange,kaggle_crop
91,36,45,24.44345477,5.950647577000001,267.97619480000003,rice,kaggle_crop
76,48,18,19.29563411,5.77597783,83.21030571,maize,kaggle_crop
91,38,36,26.5232969,7.287318722999999,157.8548562,jute,kaggle_crop
111,88,55,29.44795403,5.505393832999999,96.45042585,banana,kaggle_crop
49,71,76,19.71098332,6.613072145,85.57925437,chickpea,kaggle_crop
136,36,20,23.09595631,6.925412377000001,71.29581071,cotton,kaggle_crop
40,58,75,18.59190771,7.168096055,89.60982451,chickpea,kaggle_crop
15,45,23,24.20422636,7.224193642,46.0203959,mothbeans,kaggle_crop
84,18,46,27.08808014,6.781050372999999,25.32159689,muskmelon,kaggle_crop
5,56,24,24.80710166,5.023115055,188.4928637,pigeonpeas,kaggle_crop
78,40,38,26.46428311,7.549873681,248.2256491,rice,kaggle_crop
34,9,36,22.8122645,6.276038961,110.4432293,pomegranate,kaggle_crop
60,55,44,23.00445915,7.840207144,263.9642476,rice,kaggle_crop
30,20,38,22.59890174,7.058222596,110.0932899,pomegranate,kaggle_crop
61,51,51,39.30050027,6.574677594,120.9512466,papaya,kaggle_crop
113,37,20,25.03300222,7.393441155,97.10087029,cotton,kaggle_crop
103,27,31,27.15998538,6.691541233,126.1752206,coffee,kaggle_crop
40,61,22,20.94981756,7.002216044,44.23913012,lentil,kaggle_crop
14,41,17,29.12939524,7.085982325,36.45012824,mungbean,kaggle_crop
20,30,27,27.81005614,4.74910393,95.89898581,mango,kaggle_crop
28,35,22,29.53037621,7.156563094,59.87232071,mungbean,kaggle_crop
90,14,52,24.84740848,6.391858432,59.67927244,watermelon,kaggle_crop
88,21,27,24.43011925,7.231166546,181.6368274,coffee,kaggle_crop
39,77,21,22.99774444,4.603563116,159.689339,pigeonpeas,kaggle_crop
24,80,19,29.67892453,6.8080417220000005,65.66436565,blackgram,kaggle_crop
10,141,201,22.12659387,6.386021424,104.5412275,apple,kaggle_crop
65,63,50,31.88342554,6.524459342,79.27201575,papaya,kaggle_crop
32,138,197,9.535585543,5.908724337000001,69.44115171,grapes,kaggle_crop
8,120,201,21.18667419,6.321152192,122.233323,apple,kaggle_crop
107,10,49,25.83202912,6.755192025,45.24690619,watermelon,kaggle_crop
24,128,196,22.75088787,5.521466996,110.4317855,apple,kaggle_crop
16,143,204,23.71475278,5.631333387000001,121.8961665,apple,kaggle_crop
20,45,16,29.93964907,4.626212446,45.43669946,mothbeans,kaggle_crop
85,53,38,24.90075709,6.588017308,153.8990984,jute,kaggle_crop
111,39,22,22.60361557,6.135025006,88.57395505,cotton,kaggle_crop
18,14,11,28.04799508,6.550814117000001,117.1311498,orange,kaggle_crop
44,57,53,42.30495821,6.93172108,74.876786,papaya,kaggle_crop
23,75,25,31.07508973,7.077170002000001,91.31256412,pigeonpeas,kaggle_crop
13,22,5,19.667056,7.764040111,100.1737964,orange,kaggle_crop
26,27,10,28.06903173,6.079998496,114.1339416,orange,kaggle_crop
31,136,197,31.11047251,5.653776057999999,71.43001582,grapes,kaggle_crop
95,21,47,27.93114233,6.431970877,20.66127836,muskmelon,kaggle_crop
18,26,31,32.611261400000004,5.418475257000001,91.10190759,mango,kaggle_crop
89,85,55,26.671983500000003,6.275384607,91.73358569,banana,kaggle_crop
90,57,24,18.92851916,6.158860284,82.34162918,maize,kaggle_crop
74,35,40,26.49109635,6.980400905,242.8640342,rice,kaggle_crop
104,26,30,24.40726724,6.410992833,148.6977358,coffee,kaggle_crop
37,137,199,22.63946441,5.697945522,108.3405879,apple,kaggle_crop
13,5,8,23.85340379,7.474710503,103.923226,orange,kaggle_crop
52,58,16,30.64095781,7.167435834,71.36947525,blackgram,kaggle_crop
24,70,21,19.14729038,5.517208078,132.7748215,pigeonpeas,kaggle_crop
26,121,201,22.19109412,6.162034371,112.3126628,apple,kaggle_crop
83,58,45,25.75528612,5.875345751,245.6626799,rice,kaggle_crop
76,51,18,26.16985907,6.247040422,79.84925393,maize,kaggle_crop
53,74,15,29.43463808,7.517097,72.17818157,blackgram,kaggle_crop
34,76,80,20.65691793,7.985417393,65.23811143,chickpea,kaggle_crop
99,5,47,24.13078816,6.649086972,51.19470197,watermelon,kaggle_crop
108,46,17,24.3017998,6.93221485,65.0247867,cotton,kaggle_crop
84,37,42,25.49674786,6.691074249,169.92882340000003,jute,kaggle_crop
101,31,26,26.70897548,6.861235184,158.86088869999998,coffee,kaggle_crop
27,22,29,28.83214859,6.000248647,145.41723869999996,coconut,kaggle_crop
8,15,33,28.97318719,5.50158009,213.9011021,coconut,kaggle_crop
39,64,53,23.012401800000006,6.598860305,208.3357976,papaya,kaggle_crop
99,73,53,26.29039046,5.8717022110000014,118.6730366,banana,kaggle_crop
31,36,29,33.93679864,6.460542749,97.4611918,mango,kaggle_crop
75,49,15,21.53574127,5.918263801,102.4852929,maize,kaggle_crop
104,73,46,29.1400919,6.28236237,90.45142867,banana,kaggle_crop
34,34,35,27.27433181,6.422710539,95.257992,mango,kaggle_crop
97,50,41,24.52922681,7.070959995,260.2634026,rice,kaggle_crop
71,54,35,26.63952463,7.311077075,199.3355744,jute,kaggle_crop
89,83,47,28.09577643,5.63127166,109.5408614,banana,kaggle_crop
6,64,23,23.33565221,7.065264073,36.18678721,lentil,kaggle_crop
27,138,201,23.66682067,5.952367662,105.4004751,apple,kaggle_crop
25,143,198,22.81212536,6.027314401,107.855225,apple,kaggle_crop
23,142,197,39.06555518,6.000573725,69.30772897,grapes,kaggle_crop
133,57,19,23.54234715,7.947011366,84.12536744,cotton,kaggle_crop
33,47,17,24.86803974,8.621514073,63.9187654,mothbeans,kaggle_crop
22,38,31,31.53356352,5.8211060360000015,98.57025046,mango,kaggle_crop
21,137,196,23.6119202,5.812781806,123.5900822,apple,kaggle_crop
16,6,29,29.28725038,5.868285082000001,132.1491176,coconut,kaggle_crop
