Unnamed: 0,area,crop,year,yield,rainfall,pesticides,temperature,data_source
102,Algeria,sorghum,1990,1.6571,89.0,1828.92,17.48,kaggle_yield
103,Algeria,wheat,1990,0.6315000000000001,89.0,1828.92,17.48,kaggle_yield
104,Algeria,maize,1991,1.9231,89.0,2461.8,16.26,kaggle_yield
105,Algeria,potatoes,1991,9.0747,89.0,2461.8,16.26,kaggle_yield
106,Algeria,"rice, paddy",1991,2.6786000000000003,89.0,2461.8,16.26,kaggle_yield
107,Algeria,sorghum,1991,2.4231000000000003,89.0,2461.8,16.26,kaggle_yield
108,Algeria,wheat,1991,1.0809,89.0,2461.8,16.26,kaggle_yield
109,Algeria,maize,1992,2.2828,89.0,1215.47,16.27,kaggle_yield
110,Algeria,potatoes,1992,10.7917,89.0,1215.47,16.27,kaggle_yield
111,Algeria,"rice, paddy",1992,2.4733,89.0,1215.47,16.27,kaggle_yield
112,Algeria,sorghum,1992,4.0,89.0,1215.47,16.27,kaggle_yield
113,Algeria,wheat,1992,0.9939,89.0,1215.47,16.27,kaggle_yield
114,Algeria,maize,1993,1.25,89.0,1021.89,17.0,kaggle_yield
115,Algeria,potatoes,1993,11.121500000000001,89.0,1021.89,17.0,kaggle_yield
116,Algeria,"rice, paddy",1993,2.3111,89.0,1021.89,17.0,kaggle_yield
117,Algeria,sorghum,1993,5.0,89.0,1021.89,17.0,kaggle_yield
118,Algeria,wheat,1993,0.8097000000000001,89.0,1021.89,17.0,kaggle_yield
119,Algeria,maize,1994,0.45120000000000005,89.0,1255.02,17.88,kaggle_yield
120,Algeria,potatoes,1994,9.5078,89.0,1255.02,17.88,kaggle_yield
121,Algeria,"rice, paddy",1994,2.1374,89.0,1255.02,17.88,kaggle_yield
122,Algeria,wheat,1994,0.7999,89.0,1255.02,17.88,kaggle_yield
123,Algeria,maize,1995,1.6115000000000002,89.0,2697.09,17.36,kaggle_yield
124,Algeria,potatoes,1995,13.6768,89.0,2697.09,17.36,kaggle_yield
125,Algeria,"rice, paddy",1995,1.9598,89.0,2697.09,17.36,kaggle_yield
126,Algeria,sorghum,1995,1.2667000000000002,89.0,2697.09,17.36,kaggle_yield
127,Algeria,wheat,1995,0.8924000000000001,89.0,2697.09,17.36,kaggle_yield
128,Algeria,maize,1996,1.7154,89.0,479.77,16.76,kaggle_yield
129,Algeria,potatoes,1996,13.462900000000001,89.0,479.77,16.76,kaggle_yield
130,Algeria,"rice, paddy",1996,1.7861,89.0,479.77,16.76,kaggle_yield
131,Algeria,sorghum,1996,1.475,89.0,479.77,16.76,kaggle_yield
132,Algeria,wheat,1996,1.3090000000000002,89.0,479.77,16.76,kaggle_yield
133,Algeria,maize,1997,2.1417,89.0,401.22,17.84,kaggle_yield
134,Algeria,potatoes,1997,14.1042,89.0,401.22,17.84,kaggle_yield
135,Algeria,"rice, paddy",1997,1.5,89.0,401.22,17.84,kaggle_yield
136,Algeria,sorghum,1997,4.0,89.0,401.22,17.84,kaggle_yield
137,Algeria,wheat,1997,0.8016000000000001,89.0,401.22,17.84,kaggle_yield
138,Algeria,maize,1998,1.7222000000000002,89.0,322.84,17.14,kaggle_yield
139,Algeria,potatoes,1998,16.0256,89.0,322.84,17.14,kaggle_yield
140,Algeria,"rice, paddy",1998,1.5,89.0,322.84,17.14,kaggle_yield
141,Algeria,sorghum,1998,2.45,89.0,322.84,17.14,kaggle_yield
142,Algeria,wheat,1998,0.8847,89.0,322.84,17.14,kaggle_yield
143,Algeria,maize,1999,2.2375000000000003,89.0,654.45,17.97,kaggle_yield
144,Algeria,potatoes,1999,15.353200000000001,89.0,654.45,17.97,kaggle_yield
145,Algeria,"rice, paddy",1999,1.3942,89.0,654.45,17.97,kaggle_yield
146,Algeria,sorghum,1999,2.7,89.0,654.45,17.97,kaggle_yield
147,Algeria,wheat,1999,1.0711,89.0,654.45,17.97,kaggle_yield
148,Algeria,maize,2000,3.6186000000000003,89.0,603.67,17.9,kaggle_yield
149,Algeria,potatoes,2000,16.6143,89.0,603.67,17.9,kaggle_yield
150,Algeria,"rice, paddy",2000,1.3052000000000001,89.0,603.67,17.9,kaggle_yield
151,Algeria,sorghum,2000,6.95,89.0,603.67,17.9,kaggle_yield
152,Algeria,wheat,2000,0.9194,89.0,603.67,17.9,kaggle_yield
153,Algeria,maize,2001,2.7175000000000002,89.0,710.11,18.13,kaggle_yield
154,Algeria,potatoes,2001,14.7018,89.0,710.11,18.13,kaggle_yield
155,Algeria,"rice, paddy",2001,1.2314,89.0,710.11,18.13,kaggle_yield
156,Algeria,sorghum,2001,2.775,89.0,710.11,18.13,kaggle_yield
157,Algeria,wheat,2001,1.1104,89.0,710.11,18.13,kaggle_yield
158,Algeria,maize,2002,3.3480000000000003,89.0,816.55,17.85,kaggle_yield
159,Algeria,potatoes,2002,18.3774,89.0,816.55,17.85,kaggle_yield
160,Algeria,"rice, paddy",2002,1.2959,89.0,816.55,17.85,kaggle_yield
161,Algeria,sorghum,2002,3.39,89.0,816.55,17.85,kaggle_yield
162,Algeria,wheat,2002,1.0739,89.0,816.55,17.85,kaggle_yield
163,Algeria,maize,2004,3.1729000000000003,89.0,3747.86,17.38,kaggle_yield
164,Algeria,potatoes,2004,20.3585,89.0,3747.86,17.38,kaggle_yield
165,Algeria,"rice, paddy",2004,1.2829000000000002,89.0,3747.86,17.38,kaggle_yield
166,Algeria,sorghum,2004,4.3316,89.0,3747.86,17.38,kaggle_yield
167,Algeria,wheat,2004,1.3582,89.0,3747.86,17.38,kaggle_yield
168,Algeria,maize,2005,3.3864,89.0,3662.87,17.19,kaggle_yield
169,Algeria,potatoes,2005,21.6267,89.0,3662.87,17.19,kaggle_yield
170,Algeria,"rice, paddy",2005,1.2998,89.0,3662.87,17.19,kaggle_yield
171,Algeria,sorghum,2005,3.3486000000000002,89.0,3662.87,17.19,kaggle_yield
172,Algeria,wheat,2005,1.5057,89.0,3662.87,17.19,kaggle_yield
173,Algeria,maize,2006,6.566800000000001,89.0,4110.72,18.13,kaggle_yield
174,Algeria,potatoes,2006,22.0689,89.0,4110.72,18.13,kaggle_yield
175,Algeria,"rice, paddy",2006,1.2769000000000001,89.0,4110.72,18.13,kaggle_yield
176,Algeria,sorghum,2006,5.6728000000000005,89.0,4110.72,18.13,kaggle_yield
177,Algeria,wheat,2006,1.5068000000000001,89.0,4110.72,18.13,kaggle_yield
178,Algeria,maize,2007,8.5625,89.0,5390.79,17.42,kaggle_yield
179,Algeria,potatoes,2007,18.9927,89.0,5390.79,17.42,kaggle_yield
180,Algeria,"rice, paddy",2007,1.3375000000000001,89.0,5390.79,17.42,kaggle_yield
181,Algeria,sorghum,2007,11.9059,89.0,5390.79,17.42,kaggle_yield
182,Algeria,wheat,2007,1.2742,89.0,5390.79,17.42,kaggle_yield
183,Algeria,maize,2008,4.4714,89.0,11556.12,17.55,kaggle_yield
184,Algeria,potatoes,2008,23.639300000000002,89.0,11556.12,17.55,kaggle_yield
185,Algeria,"rice, paddy",2008,1.3952,89.0,11556.12,17.55,kaggle_yield
186,Algeria,sorghum,2008,6.1786,89.0,11556.12,17.55,kaggle_yield
187,Algeria,wheat,2008,1.1038000000000001,89.0,11556.12,17.55,kaggle_yield
188,Algeria,maize,2009,3.0914,89.0,3867.99,17.78,kaggle_yield
189,Algeria,potatoes,2009,25.0764,89.0,3867.99,17.78,kaggle_yield
190,Algeria,"rice, paddy",2009,1.4594,89.0,3867.99,17.78,kaggle_yield
191,Algeria,sorghum,2009,9.0465,89.0,3867.99,17.78,kaggle_yield
192,Algeria,wheat,2009,1.5975000000000001,89.0,3867.99,17.78,kaggle_yield
193,Algeria,maize,2010,2.5827,89.0,1295.88,17.59,kaggle_yield
194,Algeria,potatoes,2010,27.0526,89.0,1295.88,17.59,kaggle_yield
195,Algeria,"rice, paddy",2010,1.5305,89.0,1295.88,17.59,kaggle_yield
196,Algeria,sorghum,2010,3.0286,89.0,1295.88,17.59,kaggle_yield
197,Algeria,wheat,2010,1.4838,89.0,1295.88,17.59,kaggle_yield
198,Algeria,maize,2011,2.3374,89.0,13861.76,17.79,kaggle_yield
199,Algeria,potatoes,2011,29.2806,89.0,13861.76,17.79,kaggle_yield
200,Algeria,"rice, paddy",2011,1.6081,89.0,13861.76,17.79,kaggle_yield
201,Algeria,sorghum,2011,10.0,89.0,13861.76,17.79,kaggle_yield
202,Algeria,wheat,2011,1.7405000000000002,89.0,13861.76,17.79,kaggle_yield
203,Algeria,maize,2012,2.5583,89.0,17379.76,17.91,kaggle_yield
204,Algeria,potatoes,2012,30.429100000000002,89.0,17379.76,17.91,kaggle_yield
205,Algeria,"rice, paddy",2012,1.6667,89.0,17379.76,17.91,kaggle_yield
206,Algeria,sorghum,2012,20.6,89.0,17379.76,17.91,kaggle_yield
207,Algeria,wheat,2012,1.7639,89.0,17379.76,17.91,kaggle_yield
208,Algeria,maize,2013,3.3649,89.0,17278.65,17.65,kaggle_yield
209,Algeria,potatoes,2013,30.321800000000003,89.0,17278.65,17.65,kaggle_yield
210,Algeria,"rice, paddy",2013,1.7778,89.0,17278.65,17.65,kaggle_yield
211,Algeria,sorghum,2013,6.0,89.0,17278.65,17.65,kaggle_yield
212,Algeria,wheat,2013,1.9100000000000001,89.0,17278.65,17.65,kaggle_yield
213,Angola,cassava,1990,4.1177,1010.0,64.0,24.12,kaggle_yield
214,Angola,maize,1990,0.2736,1010.0,64.0,24.12,kaggle_yield
215,Angola,potatoes,1990,4.0,1010.0,64.0,24.12,kaggle_yield
216,Angola,"rice, paddy",1990,0.9512,1010.0,64.0,24.12,kaggle_yield
217,Angola,sweet potatoes,1990,8.9342,1010.0,64.0,24.12,kaggle_yield
218,Angola,wheat,1990,0.7995,1010.0,64.0,24.12,kaggle_yield
219,Angola,cassava,1991,4.0295000000000005,1010.0,79.0,24.02,kaggle_yield
220,Angola,maize,1991,0.40130000000000005,1010.0,79.0,24.02,kaggle_yield
221,Angola,potatoes,1991,4.0,1010.0,79.0,24.02,kaggle_yield
222,Angola,"rice, paddy",1991,1.0,1010.0,79.0,24.02,kaggle_yield
223,Angola,sweet potatoes,1991,8.3001,1010.0,79.0,24.02,kaggle_yield
224,Angola,wheat,1991,0.8,1010.0,79.0,24.02,kaggle_yield
225,Angola,cassava,1992,4.2295,1010.0,23.0,23.96,kaggle_yield
226,Angola,maize,1992,0.3778,1010.0,23.0,23.96,kaggle_yield
227,Angola,potatoes,1992,4.0,1010.0,23.0,23.96,kaggle_yield
228,Angola,"rice, paddy",1992,0.9106000000000001,1010.0,23.0,23.96,kaggle_yield
229,Angola,sweet potatoes,1992,9.0,1010.0,23.0,23.96,kaggle_yield
230,Angola,wheat,1992,0.8,1010.0,23.0,23.96,kaggle_yield
231,Angola,cassava,1993,4.2295,1010.0,169.0,24.15,kaggle_yield
232,Angola,maize,1993,0.2627,1010.0,169.0,24.15,kaggle_yield
233,Angola,potatoes,1993,7.0,1010.0,169.0,24.15,kaggle_yield
234,Angola,"rice, paddy",1993,0.8,1010.0,169.0,24.15,kaggle_yield
235,Angola,sweet potatoes,1993,8.8095,1010.0,169.0,24.15,kaggle_yield
236,Angola,wheat,1993,0.8876000000000001,1010.0,169.0,24.15,kaggle_yield
237,Angola,cassava,1994,5.8596,1010.0,25.5,24.04,kaggle_yield
238,Angola,maize,1994,0.24630000000000002,1010.0,25.5,24.04,kaggle_yield
239,Angola,potatoes,1994,9.0,1010.0,25.5,24.04,kaggle_yield
240,Angola,"rice, paddy",1994,0.875,1010.0,25.5,24.04,kaggle_yield
241,Angola,sweet potatoes,1994,8.3192,1010.0,25.5,24.04,kaggle_yield
242,Angola,wheat,1994,1.0,1010.0,25.5,24.04,kaggle_yield
243,Angola,cassava,1995,5.1000000000000005,1010.0,336.0,24.56,kaggle_yield
244,Angola,maize,1995,0.3517,1010.0,336.0,24.56,kaggle_yield
245,Angola,potatoes,1995,7.6738,1010.0,336.0,24.56,kaggle_yield
246,Angola,"rice, paddy",1995,1.4615,1010.0,336.0,24.56,kaggle_yield
247,Angola,sweet potatoes,1995,8.113800000000001,1010.0,336.0,24.56,kaggle_yield
248,Angola,wheat,1995,1.1855,1010.0,336.0,24.56,kaggle_yield
249,Angola,cassava,1996,4.8077000000000005,1010.0,40.0,24.11,kaggle_yield
250,Angola,maize,1996,0.6993,1010.0,40.0,24.11,kaggle_yield
251,Angola,potatoes,1996,7.0,1010.0,40.0,24.11,kaggle_yield
252,Angola,"rice, paddy",1996,1.75,1010.0,40.0,24.11,kaggle_yield
253,Angola,sweet potatoes,1996,8.5455,1010.0,40.0,24.11,kaggle_yield
254,Angola,wheat,1996,1.3738000000000001,1010.0,40.0,24.11,kaggle_yield
255,Angola,cassava,1997,4.4205000000000005,1010.0,40.0,24.06,kaggle_yield
256,Angola,maize,1997,0.5959,1010.0,40.0,24.06,kaggle_yield
257,Angola,potatoes,1997,6.8571,1010.0,40.0,24.06,kaggle_yield
258,Angola,"rice, paddy",1997,2.0,1010.0,40.0,24.06,kaggle_yield
259,Angola,sweet potatoes,1997,7.8098,1010.0,40.0,24.06,kaggle_yield
260,Angola,wheat,1997,1.5509000000000002,1010.0,40.0,24.06,kaggle_yield
261,Angola,cassava,1998,5.5728,1010.0,40.0,24.96,kaggle_yield
262,Angola,maize,1998,0.7396,1010.0,40.0,24.96,kaggle_yield
263,Angola,potatoes,1998,6.2724,1010.0,40.0,24.96,kaggle_yield
264,Angola,"rice, paddy",1998,2.0,1010.0,40.0,24.96,kaggle_yield
265,Angola,sweet potatoes,1998,7.6256,1010.0,40.0,24.96,kaggle_yield
266,Angola,wheat,1998,1.7143000000000002,1010.0,40.0,24.96,kaggle_yield
267,Angola,cassava,1999,5.9821,1010.0,40.0,24.37,kaggle_yield
268,Angola,maize,1999,0.6361,1010.0,40.0,24.37,kaggle_yield
269,Angola,potatoes,1999,5.459700000000001,1010.0,40.0,24.37,kaggle_yield
270,Angola,"rice, paddy",1999,1.4235,1010.0,40.0,24.37,kaggle_yield
271,Angola,sweet potatoes,1999,8.2865,1010.0,40.0,24.37,kaggle_yield
272,Angola,wheat,1999,1.7391,1010.0,40.0,24.37,kaggle_yield
273,Angola,cassava,2000,8.2992,1010.0,40.0,24.41,kaggle_yield
274,Angola,maize,2000,0.5745,1010.0,40.0,24.41,kaggle_yield
275,Angola,potatoes,2000,2.9885,1010.0,40.0,24.41,kaggle_yield
276,Angola,"rice, paddy",2000,1.3454000000000002,1010.0,40.0,24.41,kaggle_yield
277,Angola,sorghum,2000,0.33330000000000004,1010.0,40.0,24.41,kaggle_yield
278,Angola,soybeans,2000,0.2333,1010.0,40.0,24.41,kaggle_yield
279,Angola,sweet potatoes,2000,3.4938000000000002,1010.0,40.0,24.41,kaggle_yield
280,Angola,wheat,2000,1.7023000000000001,1010.0,40.0,24.41,kaggle_yield
281,Angola,cassava,2001,9.407200000000001,1010.0,40.0,24.43,kaggle_yield
282,Angola,maize,2001,0.5754,1010.0,40.0,24.43,kaggle_yield
283,Angola,potatoes,2001,4.2552,1010.0,40.0,24.43,kaggle_yield
284,Angola,"rice, paddy",2001,1.3701,1010.0,40.0,24.43,kaggle_yield
285,Angola,sorghum,2001,0.35710000000000003,1010.0,40.0,24.43,kaggle_yield
286,Angola,soybeans,2001,0.25,1010.0,40.0,24.43,kaggle_yield
287,Angola,sweet potatoes,2001,4.4458,1010.0,40.0,24.43,kaggle_yield
288,Angola,wheat,2001,1.6667,1010.0,40.0,24.43,kaggle_yield
289,Angola,cassava,2002,11.007100000000001,1010.0,40.0,24.79,kaggle_yield
290,Angola,maize,2002,0.6706000000000001,1010.0,40.0,24.79,kaggle_yield
291,Angola,potatoes,2002,4.2754,1010.0,40.0,24.79,kaggle_yield
292,Angola,"rice, paddy",2002,1.3198,1010.0,40.0,24.79,kaggle_yield
293,Angola,sorghum,2002,0.34,1010.0,40.0,24.79,kaggle_yield
294,Angola,soybeans,2002,0.2857,1010.0,40.0,24.79,kaggle_yield
295,Angola,sweet potatoes,2002,4.219,1010.0,40.0,24.79,kaggle_yield
296,Angola,wheat,2002,1.5455,1010.0,40.0,24.79,kaggle_yield
297,Angola,cassava,2004,12.560500000000001,1010.0,40.0,24.22,kaggle_yield
298,Angola,maize,2004,0.5404,1010.0,40.0,24.22,kaggle_yield
299,Angola,potatoes,2004,2.015,1010.0,40.0,24.22,kaggle_yield
300,Angola,"rice, paddy",2004,1.1584,1010.0,40.0,24.22,kaggle_yield
301,Angola,sorghum,2004,0.33330000000000004,1010.0,40.0,24.22,kaggle_yield
302,Angola,soybeans,2004,0.36000000000000004,1010.0,40.0,24.22,kaggle_yield
303,Angola,sweet potatoes,2004,4.5360000000000005,1010.0,40.0,24.22,kaggle_yield
304,Angola,wheat,2004,1.2442,1010.0,40.0,24.22,kaggle_yield
305,Angola,cassava,2005,11.7628,1010.0,40.0,24.41,kaggle_yield
306,Angola,maize,2005,0.6736000000000001,1010.0,40.0,24.41,kaggle_yield
307,Angola,potatoes,2005,2.3646000000000003,1010.0,40.0,24.41,kaggle_yield
308,Angola,"rice, paddy",2005,0.6977,1010.0,40.0,24.41,kaggle_yield
309,Angola,sorghum,2005,0.33330000000000004,1010.0,40.0,24.41,kaggle_yield
310,Angola,soybeans,2005,0.3793,1010.0,40.0,24.41,kaggle_yield
311,Angola,sweet potatoes,2005,4.6159,1010.0,40.0,24.41,kaggle_yield
312,Angola,wheat,2005,1.0946,1010.0,40.0,24.41,kaggle_yield
313,Angola,cassava,2006,11.7201,1010.0,40.0,24.14,kaggle_yield
314,Angola,maize,2006,0.4687,1010.0,40.0,24.14,kaggle_yield
315,Angola,potatoes,2006,5.2148,1010.0,40.0,24.14,kaggle_yield
316,Angola,"rice, paddy",2006,0.49470000000000003,1010.0,40.0,24.14,kaggle_yield
317,Angola,sorghum,2006,0.4091,1010.0,40.0,24.14,kaggle_yield
318,Angola,soybeans,2006,0.42860000000000004,1010.0,40.0,24.14,kaggle_yield
319,Angola,sweet potatoes,2006,4.424,1010.0,40.0,24.14,kaggle_yield
320,Angola,wheat,2006,1.0,1010.0,40.0,24.14,kaggle_yield
321,Angola,cassava,2007,11.5387,1010.0,40.0,24.24,kaggle_yield
322,Angola,maize,2007,0.5091,1010.0,40.0,24.24,kaggle_yield
323,Angola,potatoes,2007,6.2138,1010.0,40.0,24.24,kaggle_yield
324,Angola,"rice, paddy",2007,0.5143,1010.0,40.0,24.24,kaggle_yield
325,Angola,sorghum,2007,0.4031,1010.0,40.0,24.24,kaggle_yield
326,Angola,soybeans,2007,0.6883,1010.0,40.0,24.24,kaggle_yield
327,Angola,sweet potatoes,2007,5.8855,1010.0,40.0,24.24,kaggle_yield
328,Angola,wheat,2007,1.0,1010.0,40.0,24.24,kaggle_yield
329,Angola,cassava,2008,14.8084,1010.0,40.0,24.27,kaggle_yield
330,Angola,maize,2008,0.7946000000000001,1010.0,40.0,24.27,kaggle_yield
331,Angola,potatoes,2008,8.5085,1010.0,40.0,24.27,kaggle_yield
332,Angola,"rice, paddy",2008,0.5084000000000001,1010.0,40.0,24.27,kaggle_yield
333,Angola,sorghum,2008,0.09290000000000001,1010.0,40.0,24.27,kaggle_yield
334,Angola,soybeans,2008,0.8575,1010.0,40.0,24.27,kaggle_yield
335,Angola,sweet potatoes,2008,6.5437,1010.0,40.0,24.27,kaggle_yield
336,Angola,wheat,2008,1.0,1010.0,40.0,24.27,kaggle_yield
