rainfall,temperature,pesticides,yield,data_source
1485.0,15.92,943.61,17.0745,kaggle_yield
1485.0,15.92,943.61,2.0,kaggle_yield
1485.0,15.92,943.61,3.0787,kaggle_yield
1485.0,16.67,1006.57,4.6732000000000005,kaggle_yield
1485.0,16.67,1006.57,18.8902,kaggle_yield
1485.0,16.67,1006.57,2.0,kaggle_yield
1485.0,16.67,1006.57,3.5496000000000003,kaggle_yield
1485.0,16.71,1069.54,5.0,kaggle_yield
1485.0,16.71,1069.54,19.3878,kaggle_yield
1485.0,16.71,1069.54,2.0,kaggle_yield
1485.0,16.71,1069.54,4.0168,kaggle_yield
1485.0,16.73,1132.5,5.5693,kaggle_yield
1485.0,16.73,1132.5,21.978,kaggle_yield
1485.0,16.73,1132.5,1.6667,kaggle_yield
1485.0,16.73,1132.5,4.0229,kaggle_yield
1485.0,16.52,1311.17,6.679,kaggle_yield
1485.0,16.52,1311.17,23.1111,kaggle_yield
1485.0,16.52,1311.17,1.6667,kaggle_yield
1485.0,16.52,1311.17,3.9905,kaggle_yield
1485.0,16.45,1302.63,5.9869,kaggle_yield
1485.0,16.45,1302.63,24.2211,kaggle_yield
1485.0,16.45,1302.63,1.8519,kaggle_yield
1485.0,16.45,1302.63,4.2301,kaggle_yield
1485.0,16.7,766.25,6.729,kaggle_yield
1485.0,16.7,766.25,25.053800000000003,kaggle_yield
1485.0,16.7,766.25,1.3333000000000002,kaggle_yield
1485.0,16.7,766.25,4.1096,kaggle_yield
1485.0,17.41,982.32,6.9533000000000005,kaggle_yield
1485.0,17.41,982.32,26.011000000000003,kaggle_yield
1485.0,17.41,982.32,1.0,kaggle_yield
1485.0,17.41,982.32,4.1292,kaggle_yield
89.0,17.48,1828.92,1.65,kaggle_yield
89.0,17.48,1828.92,7.8936,kaggle_yield
89.0,17.48,1828.92,2.8000000000000003,kaggle_yield
89.0,17.48,1828.92,1.6571,kaggle_yield
89.0,17.48,1828.92,0.6315000000000001,kaggle_yield
89.0,16.26,2461.8,1.9231,kaggle_yield
89.0,16.26,2461.8,9.0747,kaggle_yield
89.0,16.26,2461.8,2.6786000000000003,kaggle_yield
89.0,16.26,2461.8,2.4231000000000003,kaggle_yield
89.0,16.26,2461.8,1.0809,kaggle_yield
89.0,16.27,1215.47,2.2828,kaggle_yield
89.0,16.27,1215.47,10.7917,kaggle_yield
89.0,16.27,1215.47,2.4733,kaggle_yield
89.0,16.27,1215.47,4.0,kaggle_yield
89.0,16.27,1215.47,0.9939,kaggle_yield
89.0,17.0,1021.89,1.25,kaggle_yield
89.0,17.0,1021.89,11.1215,kaggle_yield
89.0,17.0,1021.89,2.3111,kaggle_yield
89.0,17.0,1021.89,5.0,kaggle_yield
89.0,17.0,1021.89,0.8097000000000001,kaggle_yield
89.0,17.88,1255.02,0.4512,kaggle_yield
89.0,17.88,1255.02,9.5078,kaggle_yield
89.0,17.88,1255.02,2.1374,kaggle_yield
89.0,17.88,1255.02,0.7999,kaggle_yield
89.0,17.36,2697.09,1.6115000000000002,kaggle_yield
89.0,17.36,2697.09,13.6768,kaggle_yield
89.0,17.36,2697.09,1.9598,kaggle_yield
89.0,17.36,2697.09,1.2667000000000002,kaggle_yield
89.0,17.36,2697.09,0.8924000000000001,kaggle_yield
89.0,16.76,479.77,1.7154,kaggle_yield
89.0,16.76,479.77,13.4629,kaggle_yield
89.0,16.76,479.77,1.7861,kaggle_yield
89.0,16.76,479.77,1.475,kaggle_yield
89.0,16.76,479.77,1.3090000000000002,kaggle_yield
89.0,17.84,401.22,2.1417,kaggle_yield
89.0,17.84,401.22,14.1042,kaggle_yield
89.0,17.84,401.22,1.5,kaggle_yield
89.0,17.84,401.22,4.0,kaggle_yield
89.0,17.84,401.22,0.8016000000000001,kaggle_yield
89.0,17.14,322.84,1.7222000000000002,kaggle_yield
89.0,17.14,322.84,16.0256,kaggle_yield
89.0,17.14,322.84,1.5,kaggle_yield
89.0,17.14,322.84,2.45,kaggle_yield
89.0,17.14,322.84,0.8847,kaggle_yield
89.0,17.97,654.45,2.2375000000000003,kaggle_yield
89.0,17.97,654.45,15.3532,kaggle_yield
89.0,17.97,654.45,1.3942,kaggle_yield
89.0,17.97,654.45,2.7,kaggle_yield
89.0,17.97,654.45,1.0711,kaggle_yield
89.0,17.9,603.67,3.6186,kaggle_yield
89.0,17.9,603.67,16.6143,kaggle_yield
89.0,17.9,603.67,1.3052,kaggle_yield
89.0,17.9,603.67,6.95,kaggle_yield
89.0,17.9,603.67,0.9194,kaggle_yield
89.0,18.13,710.11,2.7175,kaggle_yield
89.0,18.13,710.11,14.7018,kaggle_yield
89.0,18.13,710.11,1.2314,kaggle_yield
89.0,18.13,710.11,2.775,kaggle_yield
89.0,18.13,710.11,1.1104,kaggle_yield
89.0,17.85,816.55,3.3480000000000003,kaggle_yield
89.0,17.85,816.55,18.3774,kaggle_yield
89.0,17.85,816.55,1.2959,kaggle_yield
89.0,17.85,816.55,3.39,kaggle_yield
89.0,17.85,816.55,1.0739,kaggle_yield
89.0,17.38,3747.86,3.1729000000000003,kaggle_yield
89.0,17.38,3747.86,20.3585,kaggle_yield
89.0,17.38,3747.86,1.2829000000000002,kaggle_yield
89.0,17.38,3747.86,4.3316,kaggle_yield
89.0,17.38,3747.86,1.3582,kaggle_yield
89.0,17.19,3662.87,3.3864,kaggle_yield
89.0,17.19,3662.87,21.6267,kaggle_yield
89.0,17.19,3662.87,1.2998,kaggle_yield
89.0,17.19,3662.87,3.3486,kaggle_yield
89.0,17.19,3662.87,1.5057,kaggle_yield
89.0,18.13,4110.72,6.566800000000001,kaggle_yield
89.0,18.13,4110.72,22.0689,kaggle_yield
89.0,18.13,4110.72,1.2769,kaggle_yield
89.0,18.13,4110.72,5.6728000000000005,kaggle_yield
89.0,18.13,4110.72,1.5068,kaggle_yield
89.0,17.42,5390.79,8.5625,kaggle_yield
89.0,17.42,5390.79,18.9927,kaggle_yield
89.0,17.42,5390.79,1.3375,kaggle_yield
89.0,17.42,5390.79,11.9059,kaggle_yield
89.0,17.42,5390.79,1.2742,kaggle_yield
89.0,17.55,11556.12,4.4714,kaggle_yield
89.0,17.55,11556.12,23.6393,kaggle_yield
89.0,17.55,11556.12,1.3952,kaggle_yield
89.0,17.55,11556.12,6.1786,kaggle_yield
89.0,17.55,11556.12,1.1038,kaggle_yield
89.0,17.78,3867.99,3.0914,kaggle_yield
89.0,17.78,3867.99,25.0764,kaggle_yield
89.0,17.78,3867.99,1.4594,kaggle_yield
89.0,17.78,3867.99,9.0465,kaggle_yield
89.0,17.78,3867.99,1.5975,kaggle_yield
89.0,17.59,1295.88,2.5827,kaggle_yield
89.0,17.59,1295.88,27.0526,kaggle_yield
89.0,17.59,1295.88,1.5305,kaggle_yield
89.0,17.59,1295.88,3.0286,kaggle_yield
89.0,17.59,1295.88,1.4838,kaggle_yield
89.0,17.79,13861.76,2.3374,kaggle_yield
89.0,17.79,13861.76,29.2806,kaggle_yield
89.0,17.79,13861.76,1.6081,kaggle_yield
89.0,17.79,13861.76,10.0,kaggle_yield
89.0,17.79,13861.76,1.7405000000000002,kaggle_yield
89.0,17.91,17379.76,2.5583,kaggle_yield
89.0,17.91,17379.76,30.4291,kaggle_yield
89.0,17.91,17379.76,1.6667,kaggle_yield
89.0,17.91,17379.76,20.6,kaggle_yield
89.0,17.91,17379.76,1.7639,kaggle_yield
89.0,17.65,17278.65,3.3649,kaggle_yield
89.0,17.65,17278.65,30.321800000000003,kaggle_yield
89.0,17.65,17278.65,1.7778,kaggle_yield
89.0,17.65,17278.65,6.0,kaggle_yield
89.0,17.65,17278.65,1.91,kaggle_yield
1010.0,24.12,64.0,4.1177,kaggle_yield
1010.0,24.12,64.0,0.2736,kaggle_yield
1010.0,24.12,64.0,4.0,kaggle_yield
1010.0,24.12,64.0,0.9512,kaggle_yield
1010.0,24.12,64.0,8.9342,kaggle_yield
1010.0,24.12,64.0,0.7995,kaggle_yield
1010.0,24.02,79.0,4.0295000000000005,kaggle_yield
1010.0,24.02,79.0,0.4013,kaggle_yield
1010.0,24.02,79.0,4.0,kaggle_yield
1010.0,24.02,79.0,1.0,kaggle_yield
1010.0,24.02,79.0,8.3001,kaggle_yield
1010.0,24.02,79.0,0.8,kaggle_yield
1010.0,23.96,23.0,4.2295,kaggle_yield
1010.0,23.96,23.0,0.3778,kaggle_yield
1010.0,23.96,23.0,4.0,kaggle_yield
1010.0,23.96,23.0,0.9106,kaggle_yield
1010.0,23.96,23.0,9.0,kaggle_yield
1010.0,23.96,23.0,0.8,kaggle_yield
1010.0,24.15,169.0,4.2295,kaggle_yield
1010.0,24.15,169.0,0.2627,kaggle_yield
1010.0,24.15,169.0,7.0,kaggle_yield
1010.0,24.15,169.0,0.8,kaggle_yield
1010.0,24.15,169.0,8.8095,kaggle_yield
1010.0,24.15,169.0,0.8876000000000001,kaggle_yield
1010.0,24.04,25.5,5.8596,kaggle_yield
1010.0,24.04,25.5,0.2463,kaggle_yield
1010.0,24.04,25.5,9.0,kaggle_yield
1010.0,24.04,25.5,0.875,kaggle_yield
1010.0,24.04,25.5,8.3192,kaggle_yield
1010.0,24.04,25.5,1.0,kaggle_yield
1010.0,24.56,336.0,5.1000000000000005,kaggle_yield
1010.0,24.56,336.0,0.3517,kaggle_yield
1010.0,24.56,336.0,7.6738,kaggle_yield
1010.0,24.56,336.0,1.4615,kaggle_yield
1010.0,24.56,336.0,8.113800000000001,kaggle_yield
1010.0,24.56,336.0,1.1855,kaggle_yield
1010.0,24.11,40.0,4.8077000000000005,kaggle_yield
1010.0,24.11,40.0,0.6993,kaggle_yield
1010.0,24.11,40.0,7.0,kaggle_yield
1010.0,24.11,40.0,1.75,kaggle_yield
1010.0,24.11,40.0,8.5455,kaggle_yield
1010.0,24.11,40.0,1.3738,kaggle_yield
1010.0,24.06,40.0,4.4205000000000005,kaggle_yield
1010.0,24.06,40.0,0.5959,kaggle_yield
1010.0,24.06,40.0,6.8571,kaggle_yield
1010.0,24.06,40.0,2.0,kaggle_yield
1010.0,24.06,40.0,7.8098,kaggle_yield
1010.0,24.06,40.0,1.5509000000000002,kaggle_yield
1010.0,24.96,40.0,5.5728,kaggle_yield
1010.0,24.96,40.0,0.7396,kaggle_yield
1010.0,24.96,40.0,6.2724,kaggle_yield
1010.0,24.96,40.0,2.0,kaggle_yield
1010.0,24.96,40.0,7.6256,kaggle_yield
1010.0,24.96,40.0,1.7143000000000002,kaggle_yield
1010.0,24.37,40.0,5.9821,kaggle_yield
1010.0,24.37,40.0,0.6361,kaggle_yield
1010.0,24.37,40.0,5.459700000000001,kaggle_yield
1010.0,24.37,40.0,1.4235,kaggle_yield
1010.0,24.37,40.0,8.2865,kaggle_yield
1010.0,24.37,40.0,1.7391,kaggle_yield
1010.0,24.41,40.0,8.2992,kaggle_yield
1010.0,24.41,40.0,0.5745,kaggle_yield
1010.0,24.41,40.0,2.9885,kaggle_yield
1010.0,24.41,40.0,1.3454000000000002,kaggle_yield
1010.0,24.41,40.0,0.3333,kaggle_yield
1010.0,24.41,40.0,0.2333,kaggle_yield
1010.0,24.41,40.0,3.4938,kaggle_yield
1010.0,24.41,40.0,1.7023,kaggle_yield
1010.0,24.43,40.0,9.4072,kaggle_yield
1010.0,24.43,40.0,0.5754,kaggle_yield
1010.0,24.43,40.0,4.2552,kaggle_yield
1010.0,24.43,40.0,1.3701,kaggle_yield
1010.0,24.43,40.0,0.3571,kaggle_yield
1010.0,24.43,40.0,0.25,kaggle_yield
1010.0,24.43,40.0,4.4458,kaggle_yield
1010.0,24.43,40.0,1.6667,kaggle_yield
1010.0,24.79,40.0,11.0071,kaggle_yield
1010.0,24.79,40.0,0.6706000000000001,kaggle_yield
1010.0,24.79,40.0,4.2754,kaggle_yield
1010.0,24.79,40.0,1.3198,kaggle_yield
1010.0,24.79,40.0,0.34,kaggle_yield
1010.0,24.79,40.0,0.2857,kaggle_yield
1010.0,24.79,40.0,4.219,kaggle_yield
1010.0,24.79,40.0,1.5455,kaggle_yield
1010.0,24.22,40.0,12.5605,kaggle_yield
1010.0,24.22,40.0,0.5404,kaggle_yield
1010.0,24.22,40.0,2.015,kaggle_yield
1010.0,24.22,40.0,1.1584,kaggle_yield
1010.0,24.22,40.0,0.3333,kaggle_yield
1010.0,24.22,40.0,0.36,kaggle_yield
1010.0,24.22,40.0,4.5360000000000005,kaggle_yield
1010.0,24.22,40.0,1.2442,kaggle_yield
1010.0,24.41,40.0,11.7628,kaggle_yield
1010.0,24.41,40.0,0.6736000000000001,kaggle_yield
1010.0,24.41,40.0,2.3646000000000003,kaggle_yield
1010.0,24.41,40.0,0.6977,kaggle_yield
1010.0,24.41,40.0,0.3793,kaggle_yield
1010.0,24.41,40.0,4.6159,kaggle_yield
1010.0,24.41,40.0,1.0946,kaggle_yield
1010.0,24.14,40.0,11.7201,kaggle_yield
1010.0,24.14,40.0,0.4687,kaggle_yield
1010.0,24.14,40.0,5.2148,kaggle_yield
1010.0,24.14,40.0,0.4947,kaggle_yield
1010.0,24.14,40.0,0.4091,kaggle_yield
1010.0,24.14,40.0,0.4286,kaggle_yield
1010.0,24.14,40.0,4.424,kaggle_yield
1010.0,24.14,40.0,1.0,kaggle_yield
1010.0,24.24,40.0,11.5387,kaggle_yield
1010.0,24.24,40.0,0.5091,kaggle_yield
1010.0,24.24,40.0,6.2138,kaggle_yield
1010.0,24.24,40.0,0.5143,kaggle_yield
1010.0,24.24,40.0,0.4031,kaggle_yield
1010.0,24.24,40.0,0.6883,kaggle_yield
1010.0,24.24,40.0,5.8855,kaggle_yield
1010.0,24.24,40.0,1.0,kaggle_yield
1010.0,24.27,40.0,14.8084,kaggle_yield
1010.0,24.27,40.0,0.7946000000000001,kaggle_yield
1010.0,24.27,40.0,8.5085,kaggle_yield
1010.0,24.27,40.0,0.5084000000000001,kaggle_yield
1010.0,24.27,40.0,0.0929,kaggle_yield
1010.0,24.27,40.0,0.8575,kaggle_yield
1010.0,24.27,40.0,6.5437,kaggle_yield
1010.0,24.27,40.0,1.0,kaggle_yield
1010.0,24.33,40.0,15.1759,kaggle_yield
1010.0,24.33,40.0,0.6614,kaggle_yield
1010.0,24.33,40.0,8.6509,kaggle_yield
1010.0,24.33,40.0,0.6028,kaggle_yield
1010.0,24.33,40.0,0.248,kaggle_yield
1010.0,24.33,40.0,0.4449,kaggle_yield
1010.0,24.33,40.0,6.6475,kaggle_yield
1010.0,24.33,40.0,1.0,kaggle_yield
1010.0,24.44,40.0,15.5782,kaggle_yield
1010.0,24.44,40.0,0.7200000000000001,kaggle_yield
1010.0,24.44,40.0,8.7425,kaggle_yield
1010.0,24.44,40.0,0.7403000000000001,kaggle_yield
1010.0,24.44,40.0,0.2814,kaggle_yield
1010.0,24.44,40.0,0.4446,kaggle_yield
1010.0,24.44,40.0,6.3001000000000005,kaggle_yield
1010.0,24.44,40.0,1.0526,kaggle_yield
1010.0,24.15,40.0,13.3649,kaggle_yield
1010.0,24.15,40.0,0.7376,kaggle_yield
1010.0,24.15,40.0,8.1366,kaggle_yield
1010.0,24.15,40.0,0.8914000000000001,kaggle_yield
1010.0,24.15,40.0,0.332,kaggle_yield
1010.0,24.15,40.0,0.5294,kaggle_yield
1010.0,24.15,40.0,6.551200000000001,kaggle_yield
1010.0,24.15,40.0,1.0959,kaggle_yield
1010.0,24.24,40.0,10.0073,kaggle_yield
1010.0,24.24,40.0,0.777,kaggle_yield
1010.0,24.24,40.0,6.9381,kaggle_yield
1010.0,24.24,40.0,0.7703,kaggle_yield
1010.0,24.24,40.0,0.0998,kaggle_yield
1010.0,24.24,40.0,0.1641,kaggle_yield
1010.0,24.24,40.0,5.2954,kaggle_yield
1010.0,24.24,40.0,1.1258,kaggle_yield
1010.0,24.55,40.0,14.0517,kaggle_yield
1010.0,24.55,40.0,0.9467,kaggle_yield
1010.0,24.55,40.0,6.3303,kaggle_yield
1010.0,24.55,40.0,1.2744,kaggle_yield
1010.0,24.55,40.0,0.2415,kaggle_yield
1010.0,24.55,40.0,0.4405,kaggle_yield
1010.0,24.55,40.0,7.3409,kaggle_yield
1010.0,24.55,40.0,0.9022,kaggle_yield
591.0,17.46,26156.0,10.0,kaggle_yield
591.0,17.67,26156.0,10.0,kaggle_yield
591.0,17.46,26156.0,3.4608000000000003,kaggle_yield
591.0,17.67,26156.0,3.4608000000000003,kaggle_yield
591.0,17.46,26156.0,20.2747,kaggle_yield
591.0,17.67,26156.0,20.2747,kaggle_yield
591.0,17.46,26156.0,3.6709,kaggle_yield
591.0,17.67,26156.0,3.6709,kaggle_yield
591.0,17.46,26156.0,2.8116000000000003,kaggle_yield
591.0,17.67,26156.0,2.8116000000000003,kaggle_yield
591.0,17.46,26156.0,2.1566,kaggle_yield
591.0,17.67,26156.0,2.1566,kaggle_yield
591.0,17.46,26156.0,13.1864,kaggle_yield
591.0,17.67,26156.0,13.1864,kaggle_yield
591.0,17.46,26156.0,1.8947,kaggle_yield
591.0,17.67,26156.0,1.8947,kaggle_yield
591.0,17.64,26156.0,10.0,kaggle_yield
591.0,17.86,26156.0,10.0,kaggle_yield
591.0,17.64,26156.0,4.0444,kaggle_yield
591.0,17.86,26156.0,4.0444,kaggle_yield
591.0,17.64,26156.0,20.5692,kaggle_yield
591.0,17.86,26156.0,20.5692,kaggle_yield
591.0,17.64,26156.0,4.0294,kaggle_yield
591.0,17.86,26156.0,4.0294,kaggle_yield
591.0,17.64,26156.0,3.3320000000000003,kaggle_yield
591.0,17.86,26156.0,3.3320000000000003,kaggle_yield
591.0,17.64,26156.0,2.275,kaggle_yield
591.0,17.86,26156.0,2.275,kaggle_yield
591.0,17.64,26156.0,13.1364,kaggle_yield
591.0,17.86,26156.0,13.1364,kaggle_yield
591.0,17.64,26156.0,1.8972,kaggle_yield
591.0,17.86,26156.0,1.8972,kaggle_yield
591.0,17.09,26156.0,10.0,kaggle_yield
591.0,17.51,26156.0,10.0,kaggle_yield
591.0,17.09,26156.0,4.5237,kaggle_yield
591.0,17.51,26156.0,4.5237,kaggle_yield
591.0,17.09,26156.0,19.9039,kaggle_yield
591.0,17.51,26156.0,19.9039,kaggle_yield
591.0,17.09,26156.0,5.2075000000000005,kaggle_yield
591.0,17.51,26156.0,5.2075000000000005,kaggle_yield
591.0,17.09,26156.0,3.6217,kaggle_yield
591.0,17.51,26156.0,3.6217,kaggle_yield
591.0,17.09,26156.0,2.2915,kaggle_yield
591.0,17.51,26156.0,2.2915,kaggle_yield
591.0,17.09,26156.0,12.7273,kaggle_yield
591.0,17.51,26156.0,12.7273,kaggle_yield
591.0,17.09,26156.0,2.1809000000000003,kaggle_yield
591.0,17.51,26156.0,2.1809000000000003,kaggle_yield
591.0,17.32,26156.0,10.0,kaggle_yield
591.0,17.53,26156.0,10.0,kaggle_yield
591.0,17.32,26156.0,4.3552,kaggle_yield
591.0,17.53,26156.0,4.3552,kaggle_yield
591.0,17.32,26156.0,21.0314,kaggle_yield
591.0,17.53,26156.0,21.0314,kaggle_yield
591.0,17.32,26156.0,4.3559,kaggle_yield
591.0,17.53,26156.0,4.3559,kaggle_yield
591.0,17.32,26156.0,3.9529,kaggle_yield
591.0,17.53,26156.0,3.9529,kaggle_yield
591.0,17.32,26156.0,2.1589,kaggle_yield
591.0,17.53,26156.0,2.1589,kaggle_yield
591.0,17.32,26156.0,12.2955,kaggle_yield
591.0,17.53,26156.0,12.2955,kaggle_yield
591.0,17.32,26156.0,2.3272,kaggle_yield
591.0,17.53,26156.0,2.3272,kaggle_yield
591.0,18.17,30195.0,10.0,kaggle_yield
591.0,18.31,30195.0,10.0,kaggle_yield
591.0,18.17,30195.0,4.2371,kaggle_yield
591.0,18.31,30195.0,4.2371,kaggle_yield
591.0,18.17,30195.0,23.0166,kaggle_yield
591.0,18.31,30195.0,23.0166,kaggle_yield
591.0,18.17,30195.0,4.298900000000001,kaggle_yield
591.0,18.31,30195.0,4.298900000000001,kaggle_yield
591.0,18.17,30195.0,3.5065,kaggle_yield
591.0,18.31,30195.0,3.5065,kaggle_yield
591.0,18.17,30195.0,2.0386,kaggle_yield
591.0,18.31,30195.0,2.0386,kaggle_yield
591.0,18.17,30195.0,17.666700000000002,kaggle_yield
591.0,18.31,30195.0,17.666700000000002,kaggle_yield
591.0,18.17,30195.0,2.0237000000000003,kaggle_yield
591.0,18.31,30195.0,2.0237000000000003,kaggle_yield
591.0,17.74,37842.0,10.0,kaggle_yield
591.0,17.62,37842.0,10.0,kaggle_yield
591.0,17.74,37842.0,4.5223,kaggle_yield
591.0,17.62,37842.0,4.5223,kaggle_yield
591.0,17.74,37842.0,27.427200000000003,kaggle_yield
591.0,17.62,37842.0,27.427200000000003,kaggle_yield
591.0,17.74,37842.0,5.030600000000001,kaggle_yield
591.0,17.62,37842.0,5.030600000000001,kaggle_yield
591.0,17.74,37842.0,3.4588,kaggle_yield
591.0,17.62,37842.0,3.4588,kaggle_yield
591.0,17.74,37842.0,2.0446,kaggle_yield
591.0,17.62,37842.0,2.0446,kaggle_yield
591.0,17.74,37842.0,16.8,kaggle_yield
591.0,17.62,37842.0,16.8,kaggle_yield
591.0,17.74,37842.0,2.1675,kaggle_yield
591.0,17.62,37842.0,2.1675,kaggle_yield
591.0,17.64,54595.0,10.0,kaggle_yield
591.0,17.97,54595.0,10.0,kaggle_yield
591.0,17.64,54595.0,4.0397,kaggle_yield
591.0,17.97,54595.0,4.0397,kaggle_yield
591.0,17.64,54595.0,22.8877,kaggle_yield
591.0,17.97,54595.0,22.8877,kaggle_yield
591.0,17.64,54595.0,5.1031,kaggle_yield
591.0,17.97,54595.0,5.1031,kaggle_yield
591.0,17.64,54595.0,3.8763,kaggle_yield
591.0,17.97,54595.0,3.8763,kaggle_yield
591.0,17.64,54595.0,2.1051,kaggle_yield
591.0,17.97,54595.0,2.1051,kaggle_yield
591.0,17.64,54595.0,17.0,kaggle_yield
591.0,17.97,54595.0,17.0,kaggle_yield
591.0,17.64,54595.0,1.9344,kaggle_yield
591.0,17.97,54595.0,1.9344,kaggle_yield
591.0,18.29,77691.0,10.0,kaggle_yield
591.0,18.54,77691.0,10.0,kaggle_yield
591.0,18.29,77691.0,4.5557,kaggle_yield
591.0,18.54,77691.0,4.5557,kaggle_yield
591.0,18.29,77691.0,26.8502,kaggle_yield
591.0,18.54,77691.0,26.8502,kaggle_yield
591.0,18.29,77691.0,5.3703,kaggle_yield
591.0,18.54,77691.0,5.3703,kaggle_yield
591.0,18.29,77691.0,3.6845,kaggle_yield
591.0,18.54,77691.0,3.6845,kaggle_yield
591.0,18.29,77691.0,1.7212,kaggle_yield
591.0,18.54,77691.0,1.7212,kaggle_yield
591.0,18.29,77691.0,14.5662,kaggle_yield
591.0,18.54,77691.0,14.5662,kaggle_yield
591.0,18.29,77691.0,2.2426,kaggle_yield
591.0,18.54,77691.0,2.2426,kaggle_yield
591.0,17.23,62397.0,10.0,kaggle_yield
591.0,17.52,62397.0,10.0,kaggle_yield
591.0,17.23,62397.0,6.078,kaggle_yield
591.0,17.52,62397.0,6.078,kaggle_yield
591.0,17.23,62397.0,29.3744,kaggle_yield
591.0,17.52,62397.0,29.3744,kaggle_yield
591.0,17.23,62397.0,4.7762,kaggle_yield
591.0,17.52,62397.0,4.7762,kaggle_yield
591.0,17.23,62397.0,4.8105,kaggle_yield
591.0,17.52,62397.0,4.8105,kaggle_yield
591.0,17.23,62397.0,2.6937,kaggle_yield
591.0,17.52,62397.0,2.6937,kaggle_yield
591.0,17.23,62397.0,17.5055,kaggle_yield
591.0,17.52,62397.0,17.5055,kaggle_yield
591.0,17.23,62397.0,2.6088,kaggle_yield
591.0,17.52,62397.0,2.6088,kaggle_yield
591.0,17.15,62831.39,10.0,kaggle_yield
591.0,17.71,62831.39,10.0,kaggle_yield
591.0,17.15,62831.39,5.3702000000000005,kaggle_yield
591.0,17.71,62831.39,5.3702000000000005,kaggle_yield
591.0,17.15,62831.39,23.8938,kaggle_yield
591.0,17.71,62831.39,23.8938,kaggle_yield
591.0,17.15,62831.39,5.733700000000001,kaggle_yield
591.0,17.71,62831.39,5.733700000000001,kaggle_yield
